Ingredient_EN,CO2_kg_per_kg,source,Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
"Dry tile-type biscuit, with fruit",1.20352867,French,Qatar,0,2,2,1,0,2,0,1,2,2,1,0
"Dry biscuit, with vegetable fat",0.071481982,French,Gambia,0,2,2,2,0,1,0,1,2,2,1,2
"Dry biscuit, with vegetable fat",0.01841426,French,Slovakia,1,1,2,2,0,0,0,1,0,1,2,2
"Dry biscuit, with vegetable fat",0.016723236,French,Equatorial Guinea,2,0,2,0,1,2,2,2,2,1,2,2
"Dry biscuit, with vegetable fat",0.51092633,French,Suriname,0,1,0,1,0,2,0,1,1,2,1,2
"Dry biscuit, with vegetable fat",0.11208697,French,Comoros,0,1,2,0,1,2,0,0,1,0,0,0
"Dry biscuit, with vegetable fat",1.20352867,French,Panama,1,2,1,2,1,0,1,2,1,1,2,0
"Dry biscuit, petit fours in assortment",2.1172554,French,Central African Republic,2,2,1,0,0,2,0,1,2,1,2,1
"Dry biscuit, petit fours in assortment",0.34553255,French,French Polynesia,2,2,2,1,0,2,2,2,2,0,1,0
"Dry biscuit, petit fours in assortment",0.18129644,French,Sri Lanka,2,1,0,2,2,0,1,0,1,2,2,2
"Dry biscuit, petit fours in assortment",0.16343407,French,Burkina Faso,2,1,2,0,1,2,0,0,1,1,0,0
"Dry biscuit, petit fours in assortment",1.20352867,French,Austria,1,0,0,1,0,1,2,0,2,2,0,2
"Dry biscuit, shortbread, pancake or puck, with fruit",1.2134468,French,"Virgin Islands, British",1,1,0,2,1,1,1,2,1,0,2,1
"Dry biscuit, shortbread, pancake or puck, with fruit",0.074259188,French,Niger,2,0,0,2,1,2,1,0,1,2,1,1
"Dry biscuit, shortbread, pancake or puck, with fruit",0.059095387,French,Switzerland,0,2,0,2,1,1,2,1,2,2,0,2
"Dry biscuit, shortbread, pancake or puck, with fruit",0.098984735,French,Zambia,1,1,0,1,1,0,0,1,1,2,2,1
"Dry biscuit, shortbread, pancake or puck, with fruit",0.21219924,French,Comoros,1,0,1,1,0,0,0,2,2,0,0,2
"Dry biscuit, shortbread, pancake or puck, with fruit",0.18848144,French,Peru,0,1,0,2,2,2,2,2,0,1,2,1
"Dry biscuit, shortbread, pancake or puck, with fruit",0.59054176,French,Saint Martin (French part),0,2,1,2,0,1,1,1,2,0,2,2
"Dry biscuit, unspecified",1.7490371,French,Georgia,0,2,1,1,0,1,1,1,0,0,1,0
"Dry biscuit, unspecified",0.1071454,French,"Venezuela, Bolivarian Republic of",0,0,2,1,2,1,1,2,1,0,2,0
"Dry biscuit, unspecified",0.085309496,French,Finland,2,1,2,0,2,2,2,1,1,2,1,1
"Dry biscuit, unspecified",0.30696784,French,Tonga,2,0,2,1,2,0,2,0,1,1,0,2
"Dry biscuit, unspecified",0.1383867,French,Kuwait,0,0,1,2,2,2,2,0,2,2,2,0
"Dry biscuit, unspecified",1.20352867,French,United Kingdom,2,1,1,2,1,0,2,1,0,1,2,0
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.16897,French,Croatia,2,0,1,1,0,1,1,0,0,0,2,1
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.20050868,French,Åland Islands,2,2,1,0,1,0,0,2,1,0,2,1
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.50529397,French,French Polynesia,1,2,1,2,1,0,1,1,0,2,0,2
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.51178386,French,Croatia,2,2,2,1,0,1,1,2,1,1,1,2
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.046879657,French,Libya,0,2,1,0,0,2,1,0,0,2,0,0
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.66832344,French,Ireland,2,0,0,2,2,1,0,2,2,2,2,2
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.046460675,French,Malaysia,1,2,2,1,1,0,2,1,2,1,1,1
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.16824859,French,Namibia,1,1,2,2,1,1,0,2,1,1,2,0
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.13437912,French,Georgia,2,0,0,2,2,1,1,0,0,2,2,2
Honey Puffed Corn Balls (not enriched with vitamins and minerals),0.94459898,French,Austria,1,1,0,2,1,2,1,2,0,2,0,1
"Honey puffed corn balls, enriched with vitamins and minerals",0.16897,French,Denmark,0,0,1,2,2,0,1,2,2,0,2,2
"Honey puffed corn balls, enriched with vitamins and minerals",0.20050868,French,Israel,0,2,1,2,0,2,0,1,0,1,0,1
"Honey puffed corn balls, enriched with vitamins and minerals",0.50529397,French,Viet Nam,0,0,0,1,1,1,1,1,2,1,2,0
"Honey puffed corn balls, enriched with vitamins and minerals",0.51178386,French,Tokelau,0,0,1,2,2,2,2,2,0,2,2,0
"Honey puffed corn balls, enriched with vitamins and minerals",0.046879657,French,Turkmenistan,2,2,0,2,0,2,1,2,2,2,2,0
"Honey puffed corn balls, enriched with vitamins and minerals",0.66832344,French,Bulgaria,1,1,0,0,1,2,2,2,2,2,0,0
"Honey puffed corn balls, enriched with vitamins and minerals",0.046460675,French,Eswatini,1,0,0,2,1,1,0,1,2,0,2,1
"Honey puffed corn balls, enriched with vitamins and minerals",0.16824859,French,French Polynesia,2,2,0,2,1,0,0,0,2,2,0,0
"Honey puffed corn balls, enriched with vitamins and minerals",0.13437912,French,Greece,2,0,1,2,0,2,2,2,0,2,0,2
"Honey puffed corn balls, enriched with vitamins and minerals",0.94459898,French,Dominican Republic,0,0,1,1,0,0,1,2,0,2,2,2
"Peanuts (peanut) coated with a biscuit, for an appetizer",0.037746665,French,"Bonaire, Sint Eustatius and Saba",1,2,1,1,2,1,2,1,0,0,0,2
"Peanuts (peanut) coated with a biscuit, for an appetizer",2.184683,French,Bangladesh,2,0,1,1,2,2,2,2,0,0,2,0
"Peanuts (peanut) coated with a biscuit, for an appetizer",0.28865716,French,Eritrea,0,2,1,1,1,2,1,2,1,0,0,2
"Peanuts (peanut) coated with a biscuit, for an appetizer",0.0060957258,French,Peru,2,1,0,1,2,0,2,2,2,2,0,1
"Peanuts (peanut) coated with a biscuit, for an appetizer",0.035210565,French,Palau,1,1,2,0,1,0,0,1,0,0,1,2
"Peanuts (peanut) coated with a biscuit, for an appetizer",0.16275476,French,"Moldova, Republic of",1,0,1,2,2,0,0,2,2,0,2,2
"Peanuts (peanut) coated with a biscuit, for an appetizer",0.018973381,French,Syrian Arab Republic,1,0,0,0,1,1,0,0,1,2,1,2
"Peanuts (peanut) coated with a biscuit, for an appetizer",0.55068252,French,Faroe Islands,1,0,1,1,1,1,1,2,2,1,1,2
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.16897,French,Mauritania,2,0,0,1,1,1,2,1,1,1,0,1
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.20050868,French,Tuvalu,2,1,1,2,2,0,0,0,0,0,1,1
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.50529397,French,Honduras,2,0,0,0,2,1,0,0,2,0,1,2
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.51178386,French,Puerto Rico,2,0,2,1,1,2,0,1,1,2,1,2
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.046879657,French,Estonia,2,1,2,1,2,1,2,2,2,0,0,2
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.66832344,French,Faroe Islands,0,2,1,1,2,1,2,2,0,0,0,0
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.046460675,French,China,0,0,2,1,0,0,0,0,1,2,2,1
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.16824859,French,Liberia,0,0,2,2,1,0,0,2,1,0,1,0
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.13437912,French,Côte d'Ivoire,2,2,0,0,0,1,1,2,0,1,0,0
"Chocolate breakfast cereals, unfilled, (not enriched with vitamins and minerals)",0.94459898,French,"Moldova, Republic of",2,0,2,1,0,1,2,1,1,2,2,1
"Puffed whole grain cereals, enriched with vitamins and minerals",0.16897,French,Guinea,0,0,1,2,0,0,1,2,2,1,2,1
"Puffed whole grain cereals, enriched with vitamins and minerals",0.20050868,French,Canada,0,2,1,2,0,1,2,0,2,2,1,2
"Puffed whole grain cereals, enriched with vitamins and minerals",0.50529397,French,Cabo Verde,0,1,1,0,0,1,2,0,0,0,0,2
"Puffed whole grain cereals, enriched with vitamins and minerals",0.51178386,French,Myanmar,1,2,2,2,2,2,1,2,0,0,1,1
"Puffed whole grain cereals, enriched with vitamins and minerals",0.046879657,French,Seychelles,2,2,2,0,2,2,2,1,1,2,0,1
"Puffed whole grain cereals, enriched with vitamins and minerals",0.66832344,French,Monaco,2,0,0,0,2,0,2,1,1,2,0,1
"Puffed whole grain cereals, enriched with vitamins and minerals",0.046460675,French,Gabon,0,1,0,1,1,2,0,2,2,2,2,0
"Puffed whole grain cereals, enriched with vitamins and minerals",0.16824859,French,Norfolk Island,2,0,1,0,0,0,1,0,0,1,0,2
"Puffed whole grain cereals, enriched with vitamins and minerals",0.13437912,French,Papua New Guinea,2,2,2,1,1,1,0,0,0,2,1,1
"Puffed whole grain cereals, enriched with vitamins and minerals",0.94459898,French,Cambodia,1,0,2,2,0,2,0,1,2,1,1,0
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.16897,French,French Polynesia,1,0,1,1,0,1,2,0,2,0,0,2
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.20050868,French,"Bonaire, Sint Eustatius and Saba",1,1,0,0,2,1,0,1,0,1,2,0
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.50529397,French,Pitcairn,0,0,2,2,0,2,2,0,2,0,0,2
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.51178386,French,Djibouti,2,2,0,0,0,0,1,2,1,2,0,1
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.046879657,French,Botswana,1,2,1,1,2,1,1,2,2,1,1,2
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.66832344,French,Lithuania,2,0,0,1,2,1,0,1,1,1,0,0
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.046460675,French,Malta,1,0,0,1,0,1,0,0,1,2,1,0
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.16824859,French,Guinea,0,0,1,0,1,1,2,0,1,2,0,0
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.13437912,French,Croatia,2,1,2,1,1,1,2,0,1,2,2,0
“Chocolate “balance” breakfast cereal (not enriched with vitamins and minerals)”,0.94459898,French,Georgia,2,0,1,1,2,0,0,0,0,1,0,2
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.16897,French,Angola,0,2,1,2,1,1,2,2,0,1,1,1
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.20050868,French,Seychelles,2,2,2,2,2,2,2,1,2,2,1,0
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.50529397,French,Bhutan,1,0,0,0,2,2,0,2,0,2,0,0
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.51178386,French,Netherlands,0,0,2,2,0,1,0,0,0,0,1,1
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.046879657,French,Mozambique,2,0,1,2,1,2,2,1,1,2,0,0
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.66832344,French,Brazil,1,0,1,0,0,0,0,1,2,1,2,2
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.046460675,French,Cameroon,2,0,2,2,2,2,1,0,0,2,0,1
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.16824859,French,Anguilla,2,0,1,0,1,0,0,0,0,0,1,1
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.13437912,French,Peru,0,1,0,0,0,0,0,0,2,0,2,2
"“Balanced chocolate breakfast cereals, enriched with vitamins and minerals”",0.94459898,French,Ecuador,1,2,1,1,2,0,1,1,2,1,2,0
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.16897,French,Macao,2,0,2,1,0,0,0,1,0,2,0,0
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.20050868,French,American Samoa,1,0,0,2,0,0,0,1,0,0,1,0
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.50529397,French,Zimbabwe,2,1,1,0,1,0,1,0,1,0,2,0
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.51178386,French,Georgia,0,1,1,1,2,0,1,1,0,1,0,1
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.046879657,French,Colombia,1,0,0,0,2,0,1,1,1,1,0,0
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.66832344,French,Cabo Verde,1,0,0,1,0,0,0,0,1,2,2,1
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.046460675,French,Malaysia,0,2,0,1,0,0,2,2,1,1,1,0
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.16824859,French,Paraguay,0,0,1,0,1,2,1,2,1,2,0,2
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.13437912,French,Åland Islands,0,2,1,2,1,1,1,1,0,2,2,0
“Balanced fruit breakfast cereals (not enriched with vitamins and minerals)”,0.94459898,French,Hungary,2,0,2,1,0,0,1,0,0,2,1,0
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.16897,French,Australia,0,0,1,0,1,2,2,0,0,2,1,2
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.20050868,French,Bouvet Island,1,0,0,1,0,2,2,2,2,0,2,0
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.50529397,French,Slovakia,2,0,2,2,0,2,2,1,0,1,2,2
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.51178386,French,Sierra Leone,2,2,0,2,1,0,1,0,1,2,2,2
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.046879657,French,Saudi Arabia,1,1,1,0,0,2,0,1,2,0,1,1
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.66832344,French,France,2,0,0,0,1,1,0,0,0,1,0,1
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.046460675,French,Samoa,0,1,1,1,1,1,1,0,2,1,1,0
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.16824859,French,Marshall Islands,2,1,0,1,1,2,0,2,1,1,1,2
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.13437912,French,"Korea, Democratic People's Republic of",1,0,2,0,0,2,1,2,2,1,2,1
"“Balanced breakfast cereals with dried fruits (nuts), enriched with vitamins and minerals”",0.94459898,French,Georgia,0,2,0,0,1,2,1,0,2,2,0,1
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.16897,French,Seychelles,2,1,0,0,1,2,1,2,1,2,2,1
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.20050868,French,Bermuda,2,1,1,1,2,1,0,1,2,1,0,0
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.50529397,French,Faroe Islands,0,0,0,2,2,0,0,2,1,0,2,2
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.51178386,French,Solomon Islands,0,2,0,0,0,1,0,2,2,1,0,0
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.046879657,French,Guatemala,0,0,0,1,1,1,1,0,0,1,2,0
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.66832344,French,Jordan,0,1,2,1,1,1,2,0,2,0,0,2
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.046460675,French,Côte d'Ivoire,0,1,2,2,0,1,2,2,1,0,2,0
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.16824859,French,Northern Mariana Islands,1,1,0,0,1,0,1,0,1,2,2,2
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.13437912,French,Chile,1,1,2,1,2,1,0,1,0,0,2,0
"“Balanced fruit breakfast cereals, enriched with vitamins and minerals”",0.94459898,French,Iraq,2,0,2,1,1,1,1,1,0,1,0,0
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.16897,French,United States Minor Outlying Islands,1,2,0,0,1,1,2,1,2,0,2,1
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.20050868,French,North Macedonia,0,2,2,0,0,2,2,0,0,2,0,2
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.50529397,French,Austria,2,2,1,0,1,0,2,2,1,2,0,1
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.51178386,French,Pakistan,2,2,1,2,0,0,1,0,0,2,1,1
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.046879657,French,Andorra,0,0,2,1,0,1,0,2,1,2,0,2
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.66832344,French,Senegal,1,2,2,0,2,1,0,0,1,2,0,1
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.046460675,French,Mexico,1,0,2,1,0,1,0,0,0,0,1,2
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.16824859,French,Pitcairn,0,1,0,0,1,2,1,2,1,0,2,0
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.13437912,French,"Micronesia, Federated States of",0,2,0,2,1,2,1,0,1,2,0,2
“Plain “balance” breakfast cereals (not enriched with vitamins and minerals)”,0.94459898,French,Antarctica,2,0,1,2,0,2,1,0,0,2,2,1
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.16897,French,Mexico,1,1,0,0,2,2,2,2,2,1,1,1
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.20050868,French,Panama,1,1,1,2,0,1,0,2,0,1,1,1
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.50529397,French,Zimbabwe,2,2,1,2,1,0,1,2,1,2,1,0
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.51178386,French,Svalbard and Jan Mayen,0,2,1,1,0,1,1,1,1,0,1,2
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.046879657,French,"Bolivia, Plurinational State of",0,0,2,0,1,2,1,1,1,2,2,0
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.66832344,French,Guam,2,0,0,2,0,2,0,1,0,2,0,0
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.046460675,French,Western Sahara,1,0,0,2,0,1,2,0,0,1,2,0
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.16824859,French,Cabo Verde,1,2,2,0,2,1,0,0,2,0,0,1
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.13437912,French,Azerbaijan,2,1,2,2,1,0,1,1,2,1,1,2
"“Plain or honeyed “balance” breakfast cereals, enriched with vitamins and minerals”",0.94459898,French,Georgia,0,0,1,1,2,1,2,2,1,2,1,2
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.16897,French,Uzbekistan,1,0,1,2,0,0,2,2,0,2,1,0
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.20050868,French,Faroe Islands,1,1,0,1,2,2,0,0,1,2,0,1
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.50529397,French,Japan,2,1,1,2,1,2,0,2,0,0,1,0
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.51178386,French,Faroe Islands,1,2,2,0,0,1,2,2,2,2,0,2
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.046879657,French,French Southern Territories,0,1,2,2,1,1,0,0,1,2,1,2
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.66832344,French,Seychelles,1,1,2,2,2,0,1,2,1,0,0,1
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.046460675,French,Puerto Rico,1,1,1,1,0,1,1,2,1,0,1,0
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.16824859,French,Wallis and Futuna,0,0,2,1,0,1,0,0,2,1,0,1
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.13437912,French,Bangladesh,2,2,1,1,2,0,2,1,1,2,1,0
"Chocolatey breakfast cereals, unfilled, enriched with vitamins and minerals",0.94459898,French,Malta,2,2,0,2,1,1,1,0,0,1,0,1
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.16897,French,Saint Martin (French part),1,0,0,2,2,2,1,1,2,2,0,1
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.20050868,French,Kazakhstan,1,2,1,0,2,1,1,1,1,1,0,1
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.50529397,French,Bangladesh,0,2,2,1,2,0,1,0,0,1,1,2
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.51178386,French,Morocco,2,1,0,0,0,2,1,0,1,0,0,2
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.046879657,French,Canada,2,1,1,2,1,0,2,1,0,0,0,0
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.66832344,French,Guinea-Bissau,2,2,1,0,1,1,1,2,2,1,1,2
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.046460675,French,Germany,1,0,2,0,0,2,0,2,1,0,1,1
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.16824859,French,Fiji,0,0,1,1,1,0,2,0,2,1,1,1
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.13437912,French,Yemen,0,1,2,1,0,0,0,2,1,2,1,2
Breakfast cereals filled with chocolate or chocolate-hazelnuts,0.94459898,French,Sao Tome and Principe,1,1,0,2,0,0,2,1,0,1,0,1
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.16897,French,Sudan,2,1,2,2,2,2,2,2,1,1,0,1
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.20050868,French,Sweden,0,2,2,0,0,2,1,0,1,2,2,2
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.50529397,French,Iceland,1,0,2,1,2,0,0,1,2,2,0,1
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.51178386,French,Mozambique,0,0,2,1,2,0,2,1,2,0,0,0
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.046879657,French,Belize,1,1,2,2,0,1,2,0,2,2,1,1
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.66832344,French,Kyrgyzstan,1,1,1,2,2,2,1,1,1,2,0,2
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.046460675,French,Kyrgyzstan,1,0,1,2,0,1,2,0,2,1,0,2
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.16824859,French,Mozambique,0,2,0,2,0,2,2,2,1,2,0,1
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.13437912,French,Cameroon,1,2,2,1,0,0,1,0,0,2,0,2
"Breakfast cereals filled with chocolate or chocolate-hazelnuts, enriched with vitamins and minerals",0.94459898,French,Chad,0,0,2,1,0,0,1,1,1,2,2,0
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.16897,French,Cocos (Keeling) Islands,2,0,0,0,1,0,2,1,2,2,0,0
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.20050868,French,Ghana,2,0,0,1,1,0,1,2,2,1,0,1
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.50529397,French,Luxembourg,0,2,2,2,0,2,0,2,0,0,2,2
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.51178386,French,Syrian Arab Republic,1,0,0,2,0,1,0,1,2,2,1,1
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.046879657,French,Israel,2,0,0,1,1,0,0,1,2,0,0,2
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.66832344,French,Ethiopia,1,2,1,2,1,2,2,1,0,1,0,0
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.046460675,French,Bulgaria,2,1,0,0,2,0,1,2,2,2,1,2
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.16824859,French,Saint Barthélemy,2,1,1,2,2,1,0,0,1,2,2,1
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.13437912,French,Albania,2,1,1,0,2,1,1,0,2,1,2,1
"Filled breakfast cereals, filling other than chocolate, enriched with vitamins and minerals",0.94459898,French,Dominica,2,2,1,2,1,2,1,1,1,1,1,2
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.16897,French,French Polynesia,0,2,1,1,1,1,2,0,0,0,2,1
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.20050868,French,Palau,2,2,2,1,1,1,1,0,2,0,2,1
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.50529397,French,New Caledonia,2,2,1,2,2,2,2,1,1,2,2,2
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.51178386,French,Congo,0,1,0,0,1,2,1,0,0,2,1,2
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.046879657,French,Benin,1,1,0,0,0,1,0,0,1,1,0,2
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.66832344,French,Ireland,1,2,0,1,1,1,0,2,0,1,2,0
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.046460675,French,Guatemala,0,1,0,1,2,2,1,0,1,1,0,0
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.16824859,French,Andorra,2,0,2,1,2,1,2,0,1,0,0,2
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.13437912,French,South Africa,1,2,1,0,2,0,0,2,1,1,0,1
High-fiber chocolate breakfast cereals enriched with vitamins and minerals,0.94459898,French,"Saint Helena, Ascension and Tristan da Cunha",1,1,0,2,0,2,0,0,2,2,0,2
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.16897,French,Malawi,2,0,2,2,2,0,1,1,2,1,0,1
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.20050868,French,Hong Kong,1,2,1,1,2,1,2,0,1,1,1,0
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.50529397,French,Liechtenstein,1,2,1,2,0,1,0,1,1,0,1,1
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.51178386,French,India,0,0,1,2,1,1,0,0,0,1,0,2
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.046879657,French,Uganda,0,2,1,2,2,2,2,2,2,0,0,0
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.66832344,French,New Zealand,0,1,1,1,1,1,0,0,0,2,0,2
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.046460675,French,Honduras,1,2,0,1,1,2,0,0,2,2,2,1
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.16824859,French,Canada,1,1,2,0,0,0,0,2,0,2,0,0
